shuffled_index,class,filename,stem,trial_type,bucket_trial_index
1,motorcycle,motorcycle/motorcycle_0.303_00590001_2024-09-10_1_ded34e7b62_processed_00012.jpg,motorcycle_0.303_00590001_2024-09-10_1_ded34e7b62_processed_00012,regular,48
1,couch,couch/couch_0.559_00820001_2023-07-13_3_ec5be615f1_00078.jpg,couch_0.559_00820001_2023-07-13_3_ec5be615f1_00078,regular,49
1,bottle,bottle/bottle_0.415_01920001_2024-07-19_2_10d0a01eee_00407.jpg,bottle_0.415_01920001_2024-07-19_2_10d0a01eee_00407,regular,50
1,paper,paper/paper_0.335_01970003_2024-03-06_2_9ef85e6fae_processed_00568.jpg,paper_0.335_01970003_2024-03-06_2_9ef85e6fae_processed_00568,regular,51
1,dress,dress/dress_0.391_02750001_2023-07-24_4_683a7e0b70_processed_00098.jpg,dress_0.391_02750001_2023-07-24_4_683a7e0b70_processed_00098,regular,52
1,banana,banana/banana_0.386_00500001_2024-03-03_3_7bce07046a_processed_00073.jpg,banana_0.386_00500001_2024-03-03_3_7bce07046a_processed_00073,regular,53
1,purse,purse/purse_0.383_00370001_2024-01-13_1_dfcf12d0a8_processed_00188.jpg,purse_0.383_00370001_2024-01-13_1_dfcf12d0a8_processed_00188,regular,54
1,face,face/face_0.389_00370001_2024-03-19_1_73b219e908_processed_00853.jpg,face_0.389_00370001_2024-03-19_1_73b219e908_processed_00853,regular,55
1,shirt,shirt/shirt_0.385_00500001_2023-09-13_2_2eaa153620_00793.jpg,shirt_0.385_00500001_2023-09-13_2_2eaa153620_00793,regular,56
1,tricycle,tricycle/tricycle_0.386_00490001_2024-01-17_1_98107200d1_processed_00529.jpg,tricycle_0.386_00490001_2024-01-17_1_98107200d1_processed_00529,regular,57
1,basket,basket/basket_0.470_00240001_2024-03-24_4_f330b11523_00236.jpg,basket_0.470_00240001_2024-03-24_4_f330b11523_00236,regular,58
1,raisin,raisin/raisin_0.273_00820001_2023-10-28_2_5b9d5a74a2_processed_00531.jpg,raisin_0.273_00820001_2023-10-28_2_5b9d5a74a2_processed_00531,regular,59
1,book,book/book_0.637_02300001_2024-02-21_2_f030d47dd6_processed_00586.jpg,book_0.637_02300001_2024-02-21_2_f030d47dd6_processed_00586,regular,60
1,pen,pen/pen_0.630_01970002_2024-01-24_1_a21769900e_00018.jpg,pen_0.630_01970002_2024-01-24_1_a21769900e_00018,regular,61
1,paper,paper/paper_0.313_00820001_2023-06-26_1_c89b73a057_processed_00728.jpg,paper_0.313_00820001_2023-06-26_1_c89b73a057_processed_00728,regular,62
1,hand,hand/hand_0.345_01660001_2024-07-31_1_81ff5df1fa_processed_00138.jpg,hand_0.345_01660001_2024-07-31_1_81ff5df1fa_processed_00138,regular,63
1,dish,dish/dish_0.535_00820001_2024-05-03_2_a3f81346c0_processed_00618.jpg,dish_0.535_00820001_2024-05-03_2_a3f81346c0_processed_00618,regular,64
1,napkin,napkin/napkin_0.360_02300001_2024-07-19_1_2a16beabc9_00449.jpg,napkin_0.360_02300001_2024-07-19_1_2a16beabc9_00449,regular,65
1,face,face/face_0.253_00500001_2023-11-11_1_b8d379e673_processed_00421.jpg,face_0.253_00500001_2023-11-11_1_b8d379e673_processed_00421,regular,66
1,ankle,ankle/ankle_0.312_00370002_2024-08-24_1_133b82decc_processed_00723.jpg,ankle_0.312_00370002_2024-08-24_1_133b82decc_processed_00723,regular,67
1,fork,fork/fork_0.344_02510001_2024-05-20_2_169a014ef9_processed_00309.jpg,fork_0.344_02510001_2024-05-20_2_169a014ef9_processed_00309,regular,68
1,hat,hat/hat_0.934_00400002_2024-01-13_2_275b48ea98_00322.jpg,hat_0.934_00400002_2024-01-13_2_275b48ea98_00322,regular,69
1,truck,truck/truck_0.281_00400002_2024-10-08_1_4dac69be94_processed_00259.jpg,truck_0.281_00400002_2024-10-08_1_4dac69be94_processed_00259,regular,71
1,soap,soap/soap_0.254_00240001_2024-06-24_4_d106712b8e_processed_00017.jpg,soap_0.254_00240001_2024-06-24_4_d106712b8e_processed_00017,regular,72
1,zebra,zebra/zebra_0.884_00400003_2024-01-16_2_5e599ca16d_processed_00634.jpg,zebra_0.884_00400003_2024-01-16_2_5e599ca16d_processed_00634,regular,73
1,bird,bird/bird_0.252_00370001_2024-07-20_2_facd959862_processed_00064.jpg,bird_0.252_00370001_2024-07-20_2_facd959862_processed_00064,regular,74
1,swing,swing/swing_0.330_01590001_2024-03-06_5_612ff4b893_processed_00512.jpg,swing_0.330_01590001_2024-03-06_5_612ff4b893_processed_00512,regular,75
1,ladder,ladder/ladder_0.431_01990001_2024-05-29_1_7ae8c1b9df_processed_00262.jpg,ladder_0.431_01990001_2024-05-29_1_7ae8c1b9df_processed_00262,regular,76
1,toy,toy/toy_0.679_00240001_2024-03-24_4_f330b11523_00437.jpg,toy_0.679_00240001_2024-03-24_4_f330b11523_00437,regular,78
1,jacket,jacket/jacket_0.301_02090001_2024-01-22_1_8e69c40d87_processed_00254.jpg,jacket_0.301_02090001_2024-01-22_1_8e69c40d87_processed_00254,regular,79
1,sink,sink/sink_0.310_00320001_2023-11-15_4_c761124c85_processed_00169.jpg,sink_0.310_00320001_2023-11-15_4_c761124c85_processed_00169,regular,80
1,pen,pen/pen_0.287_02750002_2023-07-21_1_d3e1856c39_processed_00513.jpg,pen_0.287_02750002_2023-07-21_1_d3e1856c39_processed_00513,regular,81
1,drawer,drawer/drawer_0.254_02750002_2023-08-04_1_59ff7cad5d_processed_00420.jpg,drawer_0.254_02750002_2023-08-04_1_59ff7cad5d_processed_00420,regular,82
1,pony,pony/pony_0.566_00320002_2024-04-22_2_83a45c0edb_processed_00506.jpg,pony_0.566_00320002_2024-04-22_2_83a45c0edb_processed_00506,regular,83
1,corn,corn/corn_0.432_00510001_2024-09-02_1_e20ccfdcfb_processed_00299.jpg,corn_0.432_00510001_2024-09-02_1_e20ccfdcfb_processed_00299,regular,84
1,coffee,coffee/coffee_0.335_00510001_2024-08-25_1_558f810d34_processed_00410.jpg,coffee_0.335_00510001_2024-08-25_1_558f810d34_processed_00410,regular,85
1,lamp,lamp/lamp_0.489_00240001_2024-03-24_4_f330b11523_00231.jpg,lamp_0.489_00240001_2024-03-24_4_f330b11523_00231,regular,86
1,comb,comb/comb_0.320_01450001_2024-02-21_1_68a5b05bd7_processed_00122.jpg,comb_0.320_01450001_2024-02-21_1_68a5b05bd7_processed_00122,regular,87
1,basket,basket/basket_0.635_00820001_2023-04-15_1_00c8586f38_00046.jpg,basket_0.635_00820001_2023-04-15_1_00c8586f38_00046,regular,88
1,chips,chips/chips_0.356_00320001_2024-06-16_1_1f65b372c6_processed_00653.jpg,chips_0.356_00320001_2024-06-16_1_1f65b372c6_processed_00653,regular,89
1,orange,orange/orange_0.284_01970002_2023-08-02_2_f844aeb6b5_processed_00676.jpg,orange_0.284_01970002_2023-08-02_2_f844aeb6b5_processed_00676,regular,90
1,zebra,zebra/zebra_0.879_00370002_2024-01-31_4_399dfa59cf_processed_00017.jpg,zebra_0.879_00370002_2024-01-31_4_399dfa59cf_processed_00017,regular,91
1,tricycle,tricycle/tricycle_0.518_00320002_2024-07-11_1_7ffa724f86_processed_00642.jpg,tricycle_0.518_00320002_2024-07-11_1_7ffa724f86_processed_00642,regular,92
1,hamburger,hamburger/hamburger_0.391_01970001_2024-08-07_2_2d80e4bc73_processed_00544.jpg,hamburger_0.391_01970001_2024-08-07_2_2d80e4bc73_processed_00544,regular,93
1,scissors,scissors/scissors_0.659_02300001_2024-07-19_1_2a16beabc9_00568.jpg,scissors_0.659_02300001_2024-07-19_1_2a16beabc9_00568,regular,94
1,jacket,jacket/jacket_0.441_02300001_2024-01-31_2_e867421cc2_processed_00118.jpg,jacket_0.441_02300001_2024-01-31_2_e867421cc2_processed_00118,regular,95
1,frog,frog/frog_0.648_01740001_2023-07-28_1_5643e01d06_processed_00372.jpg,frog_0.648_01740001_2023-07-28_1_5643e01d06_processed_00372,regular,96
1,finger,finger/finger_0.508_01750001_2024-06-03_1_ae8ce51180_processed_00061.jpg,finger_0.508_01750001_2024-06-03_1_ae8ce51180_processed_00061,regular,97
1,bench,bench/bench_0.848_00400002_2024-01-13_2_275b48ea98_00529.jpg,bench_0.848_00400002_2024-01-13_2_275b48ea98_00529,regular,98
1,shower,shower/shower_0.454_00590001_2024-05-25_1_7466cd5fcf_processed_00343.jpg,shower_0.454_00590001_2024-05-25_1_7466cd5fcf_processed_00343,regular,99
1,balloon,balloon/balloon_0.303_00820001_2023-07-13_3_ec5be615f1_00398.jpg,balloon_0.303_00820001_2023-07-13_3_ec5be615f1_00398,regular,100
1,rock,rock/rock_0.281_01750001_2024-05-13_1_fd50bc4f2a_processed_00138.jpg,rock_0.281_01750001_2024-05-13_1_fd50bc4f2a_processed_00138,regular,101
1,sock,sock/sock_0.321_00510001_2024-08-16_3_712123b3aa_processed_00894.jpg,sock_0.321_00510001_2024-08-16_3_712123b3aa_processed_00894,regular,102
1,pig,pig/pig_0.327_00500001_2024-03-02_2_4266603a30_processed_00130.jpg,pig_0.327_00500001_2024-03-02_2_4266603a30_processed_00130,regular,103
1,ankle,ankle/ankle_0.296_01520001_2024-02-21_1_964c2f55b4_processed_00449.jpg,ankle_0.296_01520001_2024-02-21_1_964c2f55b4_processed_00449,regular,104
1,bib,bib/bib_0.269_02390001_2024-04-17_3_c6b31c7676_processed_00677.jpg,bib_0.269_02390001_2024-04-17_3_c6b31c7676_processed_00677,regular,105
1,chair,chair/chair_0.756_01970002_2024-01-24_1_a21769900e_00222.jpg,chair_0.756_01970002_2024-01-24_1_a21769900e_00222,regular,106
1,soap,soap/soap_0.343_00240001_2024-02-11_1_a8a22f0a7a_processed_00778.jpg,soap_0.343_00240001_2024-02-11_1_a8a22f0a7a_processed_00778,regular,107
1,banana,banana/banana_0.279_00440001_2024-04-07_2_dd0f6233cc_00857.jpg,banana_0.279_00440001_2024-04-07_2_dd0f6233cc_00857,regular,108
1,broom,broom/broom_0.814_01520001_2024-01-29_4_1f42d5db42_processed_00459.jpg,broom_0.814_01520001_2024-01-29_4_1f42d5db42_processed_00459,regular,109
1,bird,bird/bird_0.353_00400003_2023-12-13_2_dd47912128_processed_00891.jpg,bird_0.353_00400003_2023-12-13_2_dd47912128_processed_00891,regular,110
1,radio,radio/radio_0.379_00400002_2024-04-28_1_12ecfad815_processed_00566.jpg,radio_0.379_00400002_2024-04-28_1_12ecfad815_processed_00566,regular,111
1,slide,slide/slide_0.640_01920001_2024-07-22_1_ddc3ab3b78_processed_00368.jpg,slide_0.640_01920001_2024-07-22_1_ddc3ab3b78_processed_00368,regular,112
1,pants,pants/pants_0.294_00500001_2023-09-13_2_2eaa153620_00608.jpg,pants_0.294_00500001_2023-09-13_2_2eaa153620_00608,regular,113
1,giraffe,giraffe/giraffe_0.831_00220001_2024-10-17_1_ac60241c29_processed_00476.jpg,giraffe_0.831_00220001_2024-10-17_1_ac60241c29_processed_00476,regular,114
1,plant,plant/plant_0.292_01970002_2024-01-24_1_a21769900e_00490.jpg,plant_0.292_01970002_2024-01-24_1_a21769900e_00490,regular,115
1,oven,oven/oven_0.373_00500001_2023-09-16_2_641315b5b2_00565.jpg,oven_0.373_00500001_2023-09-16_2_641315b5b2_00565,regular,116
1,tooth,tooth/tooth_0.271_00370001_2024-03-22_1_111fddcbae_processed_00453.jpg,tooth_0.271_00370001_2024-03-22_1_111fddcbae_processed_00453,regular,117
1,hose,hose/hose_0.309_00590001_2024-09-29_1_aa44184615_processed_00019.jpg,hose_0.309_00590001_2024-09-29_1_aa44184615_processed_00019,regular,118
1,soap,soap/soap_0.250_00320001_2024-06-30_2_f07ee0a3ad_processed_00532.jpg,soap_0.250_00320001_2024-06-30_2_f07ee0a3ad_processed_00532,regular,119
1,jacket,jacket/jacket_0.316_01720001_2024-03-06_3_6e8248c482_processed_00246.jpg,jacket_0.316_01720001_2024-03-06_3_6e8248c482_processed_00246,regular,120
1,belt,belt/belt_0.458_02410001_2024-01-31_2_a1ea1fcf1a_processed_00291.jpg,belt_0.458_02410001_2024-01-31_2_a1ea1fcf1a_processed_00291,regular,121
1,dog,dog/dog_0.936_00440001_2024-04-07_2_dd0f6233cc_00875.jpg,dog_0.936_00440001_2024-04-07_2_dd0f6233cc_00875,regular,122
1,pants,pants/pants_0.357_02950001_2023-07-21_2_8df350a6a5_processed_00542.jpg,pants_0.357_02950001_2023-07-21_2_8df350a6a5_processed_00542,regular,123
1,dish,dish/dish_0.599_02490001_2024-04-15_2_55f224c23b_processed_00228.jpg,dish_0.599_02490001_2024-04-15_2_55f224c23b_processed_00228,regular,124
1,face,face/face_0.285_00420001_2024-06-01_1_0e59e61562_processed_00427.jpg,face_0.285_00420001_2024-06-01_1_0e59e61562_processed_00427,regular,125
1,shower,shower/shower_0.302_00500001_2023-12-17_3_be9761ee08_processed_00795.jpg,shower_0.302_00500001_2023-12-17_3_be9761ee08_processed_00795,regular,126
1,hat,hat/hat_0.961_00400002_2024-01-13_4_6b1efae297_00289.jpg,hat_0.961_00400002_2024-01-13_4_6b1efae297_00289,regular,127
1,slide,slide/slide_0.495_00360001_2024-08-06_1_5278aea739_processed_00213.jpg,slide_0.495_00360001_2024-08-06_1_5278aea739_processed_00213,regular,128
1,door,door/door_0.340_00440001_2024-04-07_2_dd0f6233cc_00511.jpg,door_0.340_00440001_2024-04-07_2_dd0f6233cc_00511,regular,129
1,box,box/box_0.315_00400001_2023-06-16_4_14cfac364b_processed_00176.jpg,box_0.315_00400001_2023-06-16_4_14cfac364b_processed_00176,regular,130
1,belt,belt/belt_0.254_00420001_2024-05-11_1_d188cd91c6_processed_00102.jpg,belt_0.254_00420001_2024-05-11_1_d188cd91c6_processed_00102,regular,131
1,chips,chips/chips_0.398_00820001_2023-10-22_1_353a72c769_processed_00718.jpg,chips_0.398_00820001_2023-10-22_1_353a72c769_processed_00718,regular,132
1,fish,fish/fish_0.317_01700001_2024-08-07_1_e7947c1d38_processed_00042.jpg,fish_0.317_01700001_2024-08-07_1_e7947c1d38_processed_00042,regular,133
1,pig,pig/pig_0.253_00500001_2024-03-02_1_5346e43eb4_processed_00265.jpg,pig_0.253_00500001_2024-03-02_1_5346e43eb4_processed_00265,regular,134
1,refrigerator,refrigerator/refrigerator_0.507_00560001_2023-08-01_3_0978447de0_00177.jpg,refrigerator_0.507_00560001_2023-08-01_3_0978447de0_00177,regular,135
1,slipper,slipper/slipper_0.309_00500001_2023-09-13_2_2eaa153620_00486.jpg,slipper_0.309_00500001_2023-09-13_2_2eaa153620_00486,regular,136
1,stroller,stroller/stroller_0.362_00510002_2024-06-17_2_8711827ac7_processed_00745.jpg,stroller_0.362_00510002_2024-06-17_2_8711827ac7_processed_00745,regular,137
1,book,book/book_0.575_00320003_2024-03-30_2_6e423291ba_00567.jpg,book_0.575_00320003_2024-03-30_2_6e423291ba_00567,regular,138
1,chips,chips/chips_0.458_00240001_2024-10-06_1_ed66fb8c97_processed_00550.jpg,chips_0.458_00240001_2024-10-06_1_ed66fb8c97_processed_00550,regular,140
1,soap,soap/soap_0.340_00320001_2024-07-28_1_292a87ede7_processed_00601.jpg,soap_0.340_00320001_2024-07-28_1_292a87ede7_processed_00601,regular,141
1,dish,dish/dish_0.315_00510002_2024-12-09_4_f531c700ce_processed_00679.jpg,dish_0.315_00510002_2024-12-09_4_f531c700ce_processed_00679,regular,142
1,ball,ball/ball_0.259_00500001_2023-09-16_3_7c6fa967ca_00662.jpg,ball_0.259_00500001_2023-09-16_3_7c6fa967ca_00662,regular,143
1,dish,dish/dish_0.395_01990001_2024-02-26_2_0796ae1c03_processed_00428.jpg,dish_0.395_01990001_2024-02-26_2_0796ae1c03_processed_00428,regular,144
1,doll,doll/doll_0.518_00420001_2024-04-23_1_aa99aade5f_processed_00286.jpg,doll_0.518_00420001_2024-04-23_1_aa99aade5f_processed_00286,regular,145
1,towel,towel/towel_0.358_00320001_2024-03-20_3_9c8e195b91_processed_00117.jpg,towel_0.358_00320001_2024-03-20_3_9c8e195b91_processed_00117,regular,146
1,hat,hat/hat_0.882_00400002_2024-01-13_2_275b48ea98_00340.jpg,hat_0.882_00400002_2024-01-13_2_275b48ea98_00340,regular,147
1,doll,doll/doll_0.398_02410001_2023-07-24_1_70a576d5a4_processed_00294.jpg,doll_0.398_02410001_2023-07-24_1_70a576d5a4_processed_00294,regular,148
1,egg,egg/egg_0.257_00720001_2023-06-23_1_9352ad8204_processed_00145.jpg,egg_0.257_00720001_2023-06-23_1_9352ad8204_processed_00145,regular,149
1,face,face/face_0.362_00430001_2024-01-06_1_9527f8a525_processed_00051.jpg,face_0.362_00430001_2024-01-06_1_9527f8a525_processed_00051,regular,150
1,crib,crib/crib_0.345_00360001_2024-08-25_2_5570f4d9ca_processed_00412.jpg,crib_0.345_00360001_2024-08-25_2_5570f4d9ca_processed_00412,regular,151
1,apple,apple/apple_0.372_01920001_2024-07-19_1_34b29311fa_00510.jpg,apple_0.372_01920001_2024-07-19_1_34b29311fa_00510,regular,152
1,snow,snow/snow_0.255_00680001_2023-07-09_1_7a8fc92de5_processed_00696.jpg,snow_0.255_00680001_2023-07-09_1_7a8fc92de5_processed_00696,regular,153
1,pumpkin,pumpkin/pumpkin_0.428_00560001_2024-01-04_1_9e349ecb72_processed_00635.jpg,pumpkin_0.428_00560001_2024-01-04_1_9e349ecb72_processed_00635,regular,154
1,melon,melon/melon_0.285_01670001_2024-02-14_1_56d9c20c6b_processed_00477.jpg,melon_0.285_01670001_2024-02-14_1_56d9c20c6b_processed_00477,regular,155
1,dish,dish/dish_0.403_02490001_2024-01-29_2_e95f67720f_processed_00484.jpg,dish_0.403_02490001_2024-01-29_2_e95f67720f_processed_00484,regular,156
1,car,car/car_0.401_02630001_2024-07-19_2_fb52c3a07e_00368.jpg,car_0.401_02630001_2024-07-19_2_fb52c3a07e_00368,regular,157
1,pickle,pickle/pickle_0.397_01920001_2024-07-19_1_34b29311fa_00529.jpg,pickle_0.397_01920001_2024-07-19_1_34b29311fa_00529,regular,158
1,bench,bench/bench_0.846_00400002_2024-01-13_2_275b48ea98_00569.jpg,bench_0.846_00400002_2024-01-13_2_275b48ea98_00569,regular,159
1,eye,eye/eye_0.341_00240001_2023-11-26_1_56a48c5f78_processed_00262.jpg,eye_0.341_00240001_2023-11-26_1_56a48c5f78_processed_00262,regular,160
1,plate,plate/plate_0.438_00420001_2024-04-13_1_2954549115_processed_00073.jpg,plate_0.438_00420001_2024-04-13_1_2954549115_processed_00073,regular,161
1,tray,tray/tray_0.255_02750002_2023-08-04_1_59ff7cad5d_processed_00606.jpg,tray_0.255_02750002_2023-08-04_1_59ff7cad5d_processed_00606,regular,162
1,comb,comb/comb_0.764_00500001_2023-09-16_4_dd7fe3d060_00202.jpg,comb_0.764_00500001_2023-09-16_4_dd7fe3d060_00202,regular,163
1,tray,tray/tray_0.318_00400001_2023-09-27_1-09_00475.jpg,tray_0.318_00400001_2023-09-27_1-09_00475,regular,164
1,book,book/book_0.738_01990001_2024-03-06_1_9c2605eefd_processed_00539.jpg,book_0.738_01990001_2024-03-06_1_9c2605eefd_processed_00539,regular,165
1,alligator,alligator/alligator_0.752_00400003_2024-12-01_2_3634045550_processed_00148.jpg,alligator_0.752_00400003_2024-12-01_2_3634045550_processed_00148,regular,166
1,table,table/table_0.457_00820001_2023-04-15_1_00c8586f38_00096.jpg,table_0.457_00820001_2023-04-15_1_00c8586f38_00096,regular,167
1,blanket,blanket/blanket_0.423_00560001_2023-08-01_3_0978447de0_00035.jpg,blanket_0.423_00560001_2023-08-01_3_0978447de0_00035,regular,168
1,belt,belt/belt_0.391_02740001_2023-07-19_1_f3c9376f26_processed_00502.jpg,belt_0.391_02740001_2023-07-19_1_f3c9376f26_processed_00502,regular,169
1,sauce,sauce/sauce_0.314_00320002_2024-08-01_1_b528144e41_processed_00632.jpg,sauce_0.314_00320002_2024-08-01_1_b528144e41_processed_00632,regular,170
1,lamp,lamp/lamp_0.705_00400001_2023-09-27_1-09_00578.jpg,lamp_0.705_00400001_2023-09-27_1-09_00578,regular,171
1,dish,dish/dish_0.292_00400001_2024-08-17_1_f2ec7f39c4_processed_00616.jpg,dish_0.292_00400001_2024-08-17_1_f2ec7f39c4_processed_00616,regular,172
1,ladder,ladder/ladder_0.274_00820001_2023-08-17_3_c59658476c_processed_00582.jpg,ladder_0.274_00820001_2023-08-17_3_c59658476c_processed_00582,regular,173
1,shorts,shorts/shorts_0.494_00500001_2023-09-16_2_641315b5b2_00306.jpg,shorts_0.494_00500001_2023-09-16_2_641315b5b2_00306,regular,174
1,pillow,pillow/pillow_0.843_00820001_2023-04-15_1_00c8586f38_00034.jpg,pillow_0.843_00820001_2023-04-15_1_00c8586f38_00034,regular,175
